2025-09-10 19:09:32,0.0,231.0
2025-09-10 19:09:32,11.1,1689.6
2025-09-10 19:09:32,11.2,1921.0
2025-09-10 19:09:32,38.1,2486.8
2025-09-10 19:09:32,38.2,2485.8
2025-09-10 19:09:32,96.1,6590.8
2025-09-10 19:09:32,96.2,836.0
2025-09-10 19:09:32,307.1,2271.0
2025-09-10 19:09:32,307.2,22.4
2025-09-10 19:09:32,52.1,2478.0
2025-09-10 19:09:32,52.2,21.0
2025-09-10 19:09:32,102.1,2100.6
2025-09-10 19:09:32,102.2,20.4
2025-09-10 19:09:32,124.2,16.4
2025-09-10 19:09:32,124.1,1770.4
2025-09-10 19:09:32,48.2,983.0
2025-09-10 19:09:32,48.1,1987.8
2025-09-10 19:09:32,75.2,22.0
2025-09-10 19:09:32,75.1,446.8
2025-09-10 19:09:32,109.2,1724.4
2025-09-10 19:09:32,109.1,3002.4
2025-09-10 19:09:32,123.2,638.4
2025-09-10 19:09:32,123.1,476.2
2025-09-10 19:09:32,26.1,946.6
2025-09-10 19:09:32,26.2,685.6
2025-09-10 19:09:32,66.1,928.0
2025-09-10 19:09:32,66.2,381.8
2025-09-10 19:09:32,10.1,911.2
2025-09-10 19:09:32,10.2,692.0
2025-09-10 19:09:32,58.1,21.0
2025-09-10 19:09:32,58.2,20.4
2025-09-10 19:09:32,306.1,774.2
2025-09-10 19:09:32,306.2,510.6
2025-09-10 19:09:32,9.1,536.6
2025-09-10 19:09:32,9.2,17.2
2025-09-10 19:09:32,57.1,832.6
2025-09-10 19:09:32,57.2,284.8
2025-09-10 19:09:32,79.1,736.0
2025-09-10 19:09:32,79.2,1224.4
2025-09-10 19:09:32,116.1,22.0
2025-09-10 19:09:32,116.2,985.0
2025-09-10 19:09:32,13.1,24.0
2025-09-10 19:09:32,13.2,21.4
2025-09-10 19:09:32,76.1,940.6
2025-09-10 19:09:32,76.2,636.4
2025-09-10 19:09:32,17.1,884.0
2025-09-10 19:09:32,17.2,726.6
2025-09-10 19:09:32,125.1,912.4
2025-09-10 19:09:32,125.2,330.2
2025-09-10 19:09:32,0.0,27.2
2025-09-10 19:09:32,0.0,24.8
2025-09-10 19:09:32,104.1,23.4
2025-09-10 19:09:32,104.2,1.2
2025-09-10 19:09:32,119.1,1.2
2025-09-10 19:09:32,119.2,29.0
2025-09-10 19:09:32,64.1,25.4
2025-09-10 19:09:32,64.2,28.0
2025-09-10 19:09:32,29.1,28.0
2025-09-10 19:09:32,29.2,28.6
2025-09-10 19:09:32,53.1,28.8
2025-09-10 19:09:32,53.2,28.8
2025-09-10 19:09:32,77.1,3.2
2025-09-10 19:09:32,77.2,2.8
2025-09-10 19:09:32,37.1,21.0
2025-09-10 19:09:32,37.2,18.8
2025-09-10 19:09:32,70.1,974.0
2025-09-10 19:09:32,70.2,18.4
2025-09-10 19:09:32,28.1,641.8
2025-09-10 19:09:32,28.2,1014.4
2025-09-10 19:09:32,0.1,17.8
2025-09-10 19:09:32,0.2,20.2
2025-09-10 19:09:32,25.1,0.0
2025-09-10 19:09:32,25.2,0.0
2025-09-10 19:09:32,301.1,522.0
2025-09-10 19:09:32,301.2,1133.8
2025-09-10 19:09:32,304.1,950.8
2025-09-10 19:09:32,304.2,622.2
2025-09-10 19:09:32,22.1,219354.2
2025-09-10 19:09:32,22.2,619.6
2025-09-10 19:09:32,4.1,817.2
2025-09-10 19:09:32,4.2,1319.6
2025-09-10 19:09:32,12.1,850.0
2025-09-10 19:09:32,12.2,578.8
2025-09-10 19:09:32,99.1,1101.2
2025-09-10 19:09:32,99.2,261.6
2025-09-10 19:09:32,56.1,817.4
2025-09-10 19:09:32,56.2,1008.0
2025-09-10 19:09:32,122.1,509.8
2025-09-10 19:09:32,122.2,768.0
2025-09-10 19:09:32,55.1,959.0
2025-09-10 19:09:32,55.2,106.4
2025-09-10 19:09:32,83.1,169.4
2025-09-10 19:09:32,83.2,663.0
2025-09-10 19:09:32,97.1,89.6
2025-09-10 19:09:32,97.2,921.4
2025-09-10 19:09:32,84.1,904.2
2025-09-10 19:09:32,84.2,383.4
2025-09-10 19:09:32,305.1,801.6
2025-09-10 19:09:32,305.2,857.4
2025-09-10 19:09:32,2.1,836.8
2025-09-10 19:09:32,2.2,1313.4
2025-09-10 19:09:32,45.1,910.2
2025-09-10 19:09:32,45.2,408.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:32,0.0,0.0
2025-09-10 19:09:37,0.0,2.0
2025-09-10 19:09:37,11.1,19.4
2025-09-10 19:09:37,11.2,20.0
2025-09-10 19:09:37,38.1,38.2
2025-09-10 19:09:37,38.2,32.2
2025-09-10 19:09:37,96.1,75.6
2025-09-10 19:09:37,96.2,9.8
2025-09-10 19:09:37,307.1,27.2
2025-09-10 19:09:37,307.2,0.0
2025-09-10 19:09:37,52.1,29.6
2025-09-10 19:09:37,52.2,0.0
2025-09-10 19:09:37,102.1,22.8
2025-09-10 19:09:37,102.2,0.0
2025-09-10 19:09:37,124.2,0.0
2025-09-10 19:09:37,124.1,21.0
2025-09-10 19:09:37,48.2,9.0
2025-09-10 19:09:37,48.1,23.6
2025-09-10 19:09:37,75.2,0.0
2025-09-10 19:09:37,75.1,5.2
2025-09-10 19:09:37,109.2,23.6
2025-09-10 19:09:37,109.1,36.8
2025-09-10 19:09:37,123.2,6.6
2025-09-10 19:09:37,123.1,5.2
2025-09-10 19:09:37,26.1,10.2
2025-09-10 19:09:37,26.2,8.6
2025-09-10 19:09:37,66.1,11.4
2025-09-10 19:09:37,66.2,3.6
2025-09-10 19:09:37,10.1,10.8
2025-09-10 19:09:37,10.2,9.4
2025-09-10 19:09:37,58.1,0.0
2025-09-10 19:09:37,58.2,0.0
2025-09-10 19:09:37,306.1,8.8
2025-09-10 19:09:37,306.2,5.6
2025-09-10 19:09:37,9.1,7.2
2025-09-10 19:09:37,9.2,0.0
2025-09-10 19:09:37,57.1,9.6
2025-09-10 19:09:37,57.2,4.6
2025-09-10 19:09:37,79.1,7.4
2025-09-10 19:09:37,79.2,13.4
2025-09-10 19:09:37,116.1,0.0
2025-09-10 19:09:37,116.2,12.4
2025-09-10 19:09:37,13.1,0.0
2025-09-10 19:09:37,13.2,0.0
2025-09-10 19:09:37,76.1,11.0
2025-09-10 19:09:37,76.2,7.4
2025-09-10 19:09:37,17.1,12.0
2025-09-10 19:09:37,17.2,11.4
2025-09-10 19:09:37,125.1,11.6
2025-09-10 19:09:37,125.2,5.4
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,104.1,0.0
2025-09-10 19:09:37,104.2,0.0
2025-09-10 19:09:37,119.1,0.0
2025-09-10 19:09:37,119.2,0.0
2025-09-10 19:09:37,64.1,0.0
2025-09-10 19:09:37,64.2,0.0
2025-09-10 19:09:37,29.1,0.0
2025-09-10 19:09:37,29.2,0.0
2025-09-10 19:09:37,53.1,0.0
2025-09-10 19:09:37,53.2,0.0
2025-09-10 19:09:37,77.1,0.0
2025-09-10 19:09:37,77.2,0.0
2025-09-10 19:09:37,37.1,0.0
2025-09-10 19:09:37,37.2,0.0
2025-09-10 19:09:37,70.1,11.0
2025-09-10 19:09:37,70.2,0.0
2025-09-10 19:09:37,28.1,6.6
2025-09-10 19:09:37,28.2,11.8
2025-09-10 19:09:37,0.1,0.0
2025-09-10 19:09:37,0.2,0.0
2025-09-10 19:09:37,25.1,0.0
2025-09-10 19:09:37,25.2,0.0
2025-09-10 19:09:37,301.1,5.6
2025-09-10 19:09:37,301.2,14.6
2025-09-10 19:09:37,304.1,9.8
2025-09-10 19:09:37,304.2,10.2
2025-09-10 19:09:37,22.1,197.6
2025-09-10 19:09:37,22.2,6.4
2025-09-10 19:09:37,4.1,10.6
2025-09-10 19:09:37,4.2,11.6
2025-09-10 19:09:37,12.1,10.0
2025-09-10 19:09:37,12.2,9.0
2025-09-10 19:09:37,99.1,12.4
2025-09-10 19:09:37,99.2,3.2
2025-09-10 19:09:37,56.1,10.8
2025-09-10 19:09:37,56.2,11.2
2025-09-10 19:09:37,122.1,6.2
2025-09-10 19:09:37,122.2,8.6
2025-09-10 19:09:37,55.1,9.2
2025-09-10 19:09:37,55.2,0.8
2025-09-10 19:09:37,83.1,2.2
2025-09-10 19:09:37,83.2,9.0
2025-09-10 19:09:37,97.1,1.0
2025-09-10 19:09:37,97.2,11.2
2025-09-10 19:09:37,84.1,10.2
2025-09-10 19:09:37,84.2,5.0
2025-09-10 19:09:37,305.1,8.8
2025-09-10 19:09:37,305.2,10.2
2025-09-10 19:09:37,2.1,9.4
2025-09-10 19:09:37,2.2,12.8
2025-09-10 19:09:37,45.1,11.6
2025-09-10 19:09:37,45.2,2.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
2025-09-10 19:09:37,0.0,0.0
